JASLHE010000256.1_7	1111732.AZOD01000001_gene1577	7.42e-159	446.0	COG2181@1|root,COG2181@2|Bacteria,1MXGZ@1224|Proteobacteria,1RPTD@1236|Gammaproteobacteria,1X4ZX@135614|Xanthomonadales	135614|Xanthomonadales	C	nitrate reductase	narI	-	1.7.5.1	ko:K00374	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	-	Nitrate_red_gam
JASLHE010000256.1_8	1111732.AZOD01000001_gene1578	1.33e-154	434.0	COG2180@1|root,COG2180@2|Bacteria,1MY4E@1224|Proteobacteria,1RQ23@1236|Gammaproteobacteria,1X5JN@135614|Xanthomonadales	135614|Xanthomonadales	C	nitrate reductase	-	-	-	ko:K00373	ko02020,map02020	-	-	-	ko00000,ko00001	-	-	-	Nitrate_red_del
JASLHE010000256.1_9	1111732.AZOD01000001_gene1579	0.0	1070.0	COG1140@1|root,COG1140@2|Bacteria,1MW9Q@1224|Proteobacteria,1RNMJ@1236|Gammaproteobacteria,1X3BU@135614|Xanthomonadales	135614|Xanthomonadales	C	one of 3 nitrate reductases in E. coli and in E. coli is expressed when nitrate levels are high	narH	-	1.7.5.1	ko:K00371	ko00910,ko01120,ko02020,map00910,map01120,map02020	M00529,M00530,M00804	R00798,R01106,R09497	RC02812	ko00000,ko00001,ko00002,ko01000	5.A.3.1	-	-	Fer4_11,Nitr_red_bet_C
JASLHE010000253.1_4	1111732.AZOD01000019_gene507	5.54e-286	781.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	amaA	-	-	ko:K01436	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLHE010000110.1_3	1111732.AZOD01000014_gene1455	1.19e-255	701.0	COG0787@1|root,COG0787@2|Bacteria,1MV0Q@1224|Proteobacteria,1RM8U@1236|Gammaproteobacteria,1X36D@135614|Xanthomonadales	135614|Xanthomonadales	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
JASLHE010000070.1_4	1111732.AZOD01000006_gene50	0.0	1565.0	COG0060@1|root,COG0060@2|Bacteria,1MVBQ@1224|Proteobacteria,1RMTF@1236|Gammaproteobacteria,1X47W@135614|Xanthomonadales	135614|Xanthomonadales	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	-	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1,zf-FPG_IleRS
JASLHE010000192.1_1	1111732.AZOD01000026_gene677	6.6e-17	79.0	COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,1RMKV@1236|Gammaproteobacteria,1X49X@135614|Xanthomonadales	135614|Xanthomonadales	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
JASLHE010000179.1_3	1111732.AZOD01000011_gene528	4.85e-278	760.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	-	-	3.5.1.32	ko:K01451	ko00360,map00360	-	R01424	RC00096,RC00162	ko00000,ko00001,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLHE010000213.1_3	1472716.KBK24_0109325	1.1e-09	55.1	COG4459@1|root,COG4459@2|Bacteria,1NGRU@1224|Proteobacteria,2VYQV@28216|Betaproteobacteria,1KABH@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Nitrate reductase	napE	-	-	ko:K02571	-	-	-	-	ko00000	-	-	-	NapE
JASLHE010000159.1_1	1111732.AZOD01000006_gene123	2.35e-133	379.0	COG0115@1|root,COG0115@2|Bacteria,1N3ZD@1224|Proteobacteria,1SS3T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EH	Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	VY92_02660	-	4.1.3.38	ko:K02619	ko00790,map00790	-	R05553	RC01843,RC02148	ko00000,ko00001,ko01000	-	-	-	Aminotran_4
JASLHE010000162.1_1	1111732.AZOD01000005_gene909	1.97e-227	627.0	COG0059@1|root,COG0059@2|Bacteria,1MV7M@1224|Proteobacteria,1RNA8@1236|Gammaproteobacteria,1X35R@135614|Xanthomonadales	135614|Xanthomonadales	EH	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate	ilvC	-	1.1.1.86	ko:K00053	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R03051,R04439,R04440,R05068,R05069,R05071	RC00726,RC00836,RC00837,RC01726	ko00000,ko00001,ko00002,ko01000	-	-	-	IlvC,IlvN
JASLHE010000144.1_4	1111732.AZOD01000024_gene1925	1.3e-62	192.0	COG0831@1|root,COG0831@2|Bacteria,1RGXE@1224|Proteobacteria,1S65Y@1236|Gammaproteobacteria,1X81E@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease, gamma subunit	-	-	3.5.1.5	ko:K01430	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_gamma
JASLHE010000144.1_5	1111732.AZOD01000024_gene1924	1.09e-111	323.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,1S8UP@1236|Gammaproteobacteria,1X7NZ@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease beta subunit	-	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
JASLHE010000144.1_6	1111732.AZOD01000024_gene1923	0.0	1149.0	COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,1RN78@1236|Gammaproteobacteria,1X4R8@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease alpha-subunit, N-terminal domain	-	-	3.5.1.5	ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Urease_alpha
JASLHE010000069.1_3	1111732.AZOD01000006_gene145	5.49e-197	546.0	COG0169@1|root,COG0169@2|Bacteria,1MVH4@1224|Proteobacteria,1RPB7@1236|Gammaproteobacteria,1X3RB@135614|Xanthomonadales	135614|Xanthomonadales	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	aroE	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	-	Shikimate_DH,Shikimate_dh_N
JASLHE010000010.1_3	1111732.AZOD01000015_gene1434	3.62e-289	788.0	COG1473@1|root,COG1473@2|Bacteria,1MUIV@1224|Proteobacteria,1RQAM@1236|Gammaproteobacteria,1X3CG@135614|Xanthomonadales	135614|Xanthomonadales	S	N-acyl-L-amino acid amidohydrolase	-	-	3.5.1.32	ko:K01451	ko00360,map00360	-	R01424	RC00096,RC00162	ko00000,ko00001,ko01000,ko01002	-	-	-	M20_dimer,Peptidase_M20
JASLHE010000050.1_2	1111732.AZOD01000001_gene1591	1.1e-294	807.0	COG1301@1|root,COG1301@2|Bacteria,1MU0Q@1224|Proteobacteria,1RMEN@1236|Gammaproteobacteria,1X37F@135614|Xanthomonadales	135614|Xanthomonadales	U	Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family	gltP	-	-	ko:K03309	-	-	-	-	ko00000	2.A.23	-	-	SDF
JASLHE010000137.1_1	1111732.AZOD01000013_gene1983	0.0	1132.0	COG0442@1|root,COG0442@2|Bacteria,1MU7E@1224|Proteobacteria,1RN5R@1236|Gammaproteobacteria,1X330@135614|Xanthomonadales	135614|Xanthomonadales	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS	proS	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-synt_2b,tRNA_edit
JASLHE010000034.1_1	1111732.AZOD01000038_gene365	9.45e-25	101.0	COG0531@1|root,COG0531@2|Bacteria,1MXNJ@1224|Proteobacteria,1RMKV@1236|Gammaproteobacteria,1X49X@135614|Xanthomonadales	135614|Xanthomonadales	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
JASLHE010000242.1_2	1111732.AZOD01000004_gene985	3.64e-272	747.0	COG0814@1|root,COG0814@2|Bacteria,1N35H@1224|Proteobacteria,1RNNC@1236|Gammaproteobacteria,1X9M0@135614|Xanthomonadales	135614|Xanthomonadales	E	Transmembrane amino acid transporter protein	-	-	-	-	-	-	-	-	-	-	-	-	Trp_Tyr_perm
JASLHE010000169.1_1	1111732.AZOD01000027_gene710	9.82e-298	816.0	COG0814@1|root,COG0814@2|Bacteria,1QMNY@1224|Proteobacteria,1RTXM@1236|Gammaproteobacteria,1XB5Z@135614|Xanthomonadales	135614|Xanthomonadales	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	-
