JASLII010000024.1_8	1111732.AZOD01000004_gene969	5.56e-221	622.0	COG1114@1|root,COG1114@2|Bacteria,1MVIF@1224|Proteobacteria,1RR3P@1236|Gammaproteobacteria,1XA4Z@135614|Xanthomonadales	135614|Xanthomonadales	E	Branched-chain amino acid transport protein	-	-	-	-	-	-	-	-	-	-	-	-	Branch_AA_trans
JASLII010000102.1_1	944564.HMPREF9200_0879	1.32e-106	331.0	COG1115@1|root,COG1115@2|Bacteria,1TNZP@1239|Firmicutes,4H2AM@909932|Negativicutes	909932|Negativicutes	E	amino acid carrier protein	agcS	-	-	ko:K03310	-	-	-	-	ko00000	2.A.25	-	-	Na_Ala_symp
JASLII010000121.1_1	1111732.AZOD01000024_gene1919	4.86e-88	268.0	COG0829@1|root,COG0829@2|Bacteria,1NY7J@1224|Proteobacteria,1RY0U@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureD	-	-	ko:K03190	-	-	-	-	ko00000	-	-	-	UreD
JASLII010000121.1_3	521000.PROVRETT_06260	7.57e-125	360.0	COG0830@1|root,COG0830@2|Bacteria,1REFB@1224|Proteobacteria,1S0T2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureF	-	-	ko:K03188	-	-	-	-	ko00000	-	-	-	UreF
JASLII010000121.1_4	521000.PROVRETT_06261	4.32e-99	295.0	COG2371@1|root,COG2371@2|Bacteria,1N7YJ@1224|Proteobacteria,1S1RC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	UreE_C,UreE_N
JASLII010000121.1_5	521000.PROVRETT_06262	0.0	1080.0	COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,1RN78@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family	ureC	-	3.5.1.5	ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Urease_alpha
JASLII010000121.1_6	1111732.AZOD01000024_gene1924	2.09e-79	240.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,1S8UP@1236|Gammaproteobacteria,1X7NZ@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease beta subunit	-	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
JASLII010000121.1_7	1111732.AZOD01000024_gene1925	2.18e-59	186.0	COG0831@1|root,COG0831@2|Bacteria,1RGXE@1224|Proteobacteria,1S65Y@1236|Gammaproteobacteria,1X81E@135614|Xanthomonadales	135614|Xanthomonadales	E	Urease, gamma subunit	-	-	3.5.1.5	ko:K01430	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_gamma
JASLII010000249.1_4	1111732.AZOD01000014_gene1455	1.76e-162	465.0	COG0787@1|root,COG0787@2|Bacteria,1MV0Q@1224|Proteobacteria,1RM8U@1236|Gammaproteobacteria,1X36D@135614|Xanthomonadales	135614|Xanthomonadales	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N
JASLII010000061.1_14	1230338.MOMA_09136	2.89e-64	215.0	COG0787@1|root,COG0787@2|Bacteria,1MV0Q@1224|Proteobacteria,1RM8U@1236|Gammaproteobacteria,3NJ0G@468|Moraxellaceae	1236|Gammaproteobacteria	E	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008784,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0019842,GO:0030170,GO:0030203,GO:0034645,GO:0036094,GO:0036361,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0048037,GO:0050662,GO:0070279,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	iPC815.YPO0321,iSBO_1134.SBO_4064,iSbBS512_1146.SbBS512_E4542,iYL1228.KPN_04440	Ala_racemase_C,Ala_racemase_N
