JASLII010000087.1_3	1111732.AZOD01000003_gene1128	1.33e-62	204.0	COG2091@1|root,COG2091@2|Bacteria	2|Bacteria	H	lysine biosynthetic process via aminoadipic acid	acpT	GO:0003674,GO:0003824,GO:0006082,GO:0006464,GO:0006520,GO:0006553,GO:0006629,GO:0006631,GO:0006633,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008652,GO:0008897,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009987,GO:0016053,GO:0016740,GO:0016772,GO:0016780,GO:0018070,GO:0018193,GO:0018209,GO:0018215,GO:0019538,GO:0019752,GO:0019878,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.8.7	ko:K00997,ko:K06133	ko00770,map00770	-	R01625	RC00002	ko00000,ko00001,ko01000	-	-	iECNA114_1301.ECNA114_3584	ACPS
JASLII010000055.1_10	1111732.AZOD01000016_gene223	4.13e-285	784.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Na driven multidrug efflux pump	vmrA	-	-	-	-	-	-	-	-	-	-	-	MatE
JASLII010000323.1_1	981336.F944_03250	8.25e-65	216.0	COG1207@1|root,COG1207@2|Bacteria,1MUPH@1224|Proteobacteria,1RNKE@1236|Gammaproteobacteria,3NJT4@468|Moraxellaceae	1236|Gammaproteobacteria	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	GO:0000270,GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006629,GO:0006725,GO:0006793,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009252,GO:0009273,GO:0009987,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0018130,GO:0019134,GO:0019438,GO:0030203,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0042546,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046349,GO:0046483,GO:0046872,GO:0055086,GO:0070569,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	iECED1_1282.ECED1_4420,iYL1228.KPN_04135	Hexapep,Hexapep_2,NTP_transf_3
JASLII010000170.1_5	1111732.AZOD01000013_gene1965	0.0	1760.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X34J@135614|Xanthomonadales	135614|Xanthomonadales	V	Efflux pump membrane transporter	mexB	-	-	ko:K03296,ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
JASLII010000124.1_5	493475.GARC_3847	1.6e-46	159.0	COG1279@1|root,COG1279@2|Bacteria,1RD6B@1224|Proteobacteria,1RR03@1236|Gammaproteobacteria,467AT@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	COG1279 Lysine efflux permease	argO	-	-	ko:K06895	-	-	-	-	ko00000,ko02000	2.A.75.1	-	-	LysE
JASLII010000124.1_6	1111732.AZOD01000009_gene1159	2.25e-56	177.0	COG2076@1|root,COG2076@2|Bacteria,1QTG4@1224|Proteobacteria,1TAS6@1236|Gammaproteobacteria,1X8W9@135614|Xanthomonadales	135614|Xanthomonadales	U	Small Multidrug Resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	Multi_Drug_Res
JASLII010000124.1_7	1111732.AZOD01000009_gene1160	4.46e-70	212.0	COG2076@1|root,COG2076@2|Bacteria	2|Bacteria	P	Multidrug Resistance protein	sugE	-	-	ko:K11741,ko:K18924	-	M00712	-	-	ko00000,ko00002,ko02000	2.A.7.1,2.A.7.1.5	-	-	Multi_Drug_Res
JASLII010000151.1_3	1111732.AZOD01000032_gene375	1.39e-162	457.0	COG0767@1|root,COG0767@2|Bacteria,1MVPN@1224|Proteobacteria,1RM9H@1236|Gammaproteobacteria,1X51X@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents permease component	yrbE	-	-	ko:K02066	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaE
JASLII010000217.1_1	1111732.AZOD01000002_gene1779	3.03e-251	698.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1RP5M@1236|Gammaproteobacteria,1X57H@135614|Xanthomonadales	135614|Xanthomonadales	V	Multidrug efflux pump	norM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
JASLII010000311.1_4	1111732.AZOD01000033_gene742	2.1e-275	762.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1X3EU@135614|Xanthomonadales	135614|Xanthomonadales	M	Outer membrane efflux protein	oprM	-	-	ko:K18139,ko:K18323	ko01501,ko02020,ko02024,map01501,map02020,map02024	M00642,M00643,M00645,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2,2.A.6.2.41	-	-	OEP
JASLII010000312.1_1	1111732.AZOD01000001_gene1548	1.71e-116	369.0	COG0046@1|root,COG0047@1|root,COG0046@2|Bacteria,COG0047@2|Bacteria,1MYN4@1224|Proteobacteria,1RMRN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C,GATase_5
JASLII010000039.1_7	1111732.AZOD01000027_gene725	9.15e-111	347.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X3JU@135614|Xanthomonadales	135614|Xanthomonadales	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
JASLII010000059.1_2	1111732.AZOD01000010_gene1037	2.66e-129	372.0	COG2227@1|root,COG2227@2|Bacteria,1MU89@1224|Proteobacteria,1RMV7@1236|Gammaproteobacteria,1X4AM@135614|Xanthomonadales	135614|Xanthomonadales	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	-	-	2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_23
JASLII010000075.1_1	1123502.AQXD01000001_gene1150	3.58e-138	402.0	COG3853@1|root,COG3853@2|Bacteria,1MZ3B@1224|Proteobacteria,1RZUJ@1236|Gammaproteobacteria,1XC5C@135614|Xanthomonadales	135614|Xanthomonadales	P	Toxic anion resistance protein (TelA)	-	-	-	-	-	-	-	-	-	-	-	-	TelA
JASLII010000208.1_3	1111732.AZOD01000001_gene1548	0.0	1457.0	COG0046@1|root,COG0047@1|root,COG0046@2|Bacteria,COG0047@2|Bacteria,1MYN4@1224|Proteobacteria,1RMRN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C,GATase_5
JASLII010000012.1_7	1111732.AZOD01000004_gene958	7.82e-55	173.0	COG2076@1|root,COG2076@2|Bacteria	2|Bacteria	P	Multidrug Resistance protein	yvaE	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
JASLII010000100.1_1	1111732.AZOD01000011_gene590	1.15e-55	173.0	COG2924@1|root,COG2924@2|Bacteria,1MZ2V@1224|Proteobacteria,1S964@1236|Gammaproteobacteria,1X7KK@135614|Xanthomonadales	135614|Xanthomonadales	CO	Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes	yggX	-	-	-	-	-	-	-	-	-	-	-	Iron_traffic
JASLII010000044.1_3	1111732.AZOD01000016_gene223	8.44e-304	831.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Na driven multidrug efflux pump	vmrA	-	-	-	-	-	-	-	-	-	-	-	MatE
JASLII010000082.1_1	1111732.AZOD01000027_gene725	0.0	1382.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X3JU@135614|Xanthomonadales	135614|Xanthomonadales	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
JASLII010000239.1_3	1111732.AZOD01000023_gene1869	8.11e-118	339.0	COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,1RNJW@1236|Gammaproteobacteria,1X73J@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents auxiliary component	-	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
JASLII010000089.1_1	1111732.AZOD01000007_gene464	1.58e-98	288.0	COG1463@1|root,COG1463@2|Bacteria,1NCUG@1224|Proteobacteria,1RQ0Y@1236|Gammaproteobacteria,1X79T@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JASLII010000299.1_3	1111732.AZOD01000001_gene1643	1.44e-207	591.0	COG0577@1|root,COG1136@1|root,COG0577@2|Bacteria,COG1136@2|Bacteria,1MU45@1224|Proteobacteria,1RNUJ@1236|Gammaproteobacteria,1XD96@135614|Xanthomonadales	135614|Xanthomonadales	V	Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides	macB	-	-	ko:K05685	ko02010,map02010	M00709	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.122.1,3.A.1.122.12	-	-	ABC_tran,FtsX,MacB_PCD
JASLII010000090.1_2	1111732.AZOD01000010_gene1073	5.47e-144	410.0	COG1101@1|root,COG1101@2|Bacteria,1MVDM@1224|Proteobacteria,1RSNT@1236|Gammaproteobacteria,1XDD0@135614|Xanthomonadales	135614|Xanthomonadales	S	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
JASLII010000073.1_5	1111732.AZOD01000011_gene597	1.27e-281	788.0	COG1289@1|root,COG1289@2|Bacteria,1QW9U@1224|Proteobacteria,1T41N@1236|Gammaproteobacteria,1X7W2@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JASLII010000240.1_2	1397284.AYMN01000064_gene4303	5.43e-29	105.0	COG3530@1|root,COG3530@2|Bacteria,1N7GT@1224|Proteobacteria,1SCBX@1236|Gammaproteobacteria,403VI@613|Serratia	1236|Gammaproteobacteria	S	Putative quorum-sensing-regulated virulence factor	ypeB	-	-	ko:K09954	-	-	-	-	ko00000	-	-	-	QSregVF_b
JASLII010000056.1_6	1111732.AZOD01000015_gene1394	9.17e-103	297.0	COG3793@1|root,COG3793@2|Bacteria,1RD4Q@1224|Proteobacteria,1S635@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Tellurite resistance	terB	-	-	ko:K05793	-	-	-	-	ko00000	-	-	-	TerB
JASLII010000056.1_7	1111732.AZOD01000015_gene1393	1.82e-272	747.0	COG2310@1|root,COG4110@1|root,COG2310@2|Bacteria,COG4110@2|Bacteria,1PD8T@1224|Proteobacteria,1RPW3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	tellurium resistance protein	terA	-	-	ko:K05792	-	-	-	-	ko00000	-	-	-	TerD
JASLII010000056.1_17	1111732.AZOD01000015_gene1383	7.69e-145	410.0	COG2310@1|root,COG2310@2|Bacteria,1MX8E@1224|Proteobacteria,1RY9S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	tellurium resistance protein	terX	-	-	-	-	-	-	-	-	-	-	-	TerD
JASLII010000275.1_6	1111732.AZOD01000019_gene512	2.02e-171	487.0	2BFBW@1|root,32950@2|Bacteria,1MYV2@1224|Proteobacteria,1SME2@1236|Gammaproteobacteria,1X9VQ@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JASLII010000294.1_4	1111732.AZOD01000017_gene340	1.25e-205	581.0	COG1055@1|root,COG1055@2|Bacteria,1MUX4@1224|Proteobacteria,1RMAV@1236|Gammaproteobacteria,1X38Q@135614|Xanthomonadales	135614|Xanthomonadales	P	Involved in arsenical resistance. Thought to form the channel of an arsenite pump	-	-	-	ko:K03893	-	-	-	-	ko00000,ko02000	2.A.45.1,3.A.4.1	-	-	ArsB,CitMHS
JASLII010000052.1_6	1111732.AZOD01000004_gene994	8.16e-71	216.0	COG3015@1|root,COG3015@2|Bacteria,1N97X@1224|Proteobacteria,1SEMN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	MP	lipoprotein NlpE involved in copper resistance	nlpE	-	-	-	-	-	-	-	-	-	-	-	NlpE
JASLII010000118.1_1	1123502.AQXD01000001_gene1150	4.24e-111	333.0	COG3853@1|root,COG3853@2|Bacteria,1MZ3B@1224|Proteobacteria,1RZUJ@1236|Gammaproteobacteria,1XC5C@135614|Xanthomonadales	135614|Xanthomonadales	P	Toxic anion resistance protein (TelA)	-	-	-	-	-	-	-	-	-	-	-	-	TelA
JASLII010000285.1_5	1111732.AZOD01000006_gene59	5.13e-153	437.0	COG1463@1|root,COG1463@2|Bacteria,1MU4B@1224|Proteobacteria,1S5E8@1236|Gammaproteobacteria,1XBYX@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JASLII010000015.1_5	477184.KYC_04507	3.12e-147	450.0	COG1629@1|root,COG4771@2|Bacteria,1MUC1@1224|Proteobacteria,2VK0M@28216|Betaproteobacteria,3T74R@506|Alcaligenaceae	28216|Betaproteobacteria	P	Exogenous ferric siderophore receptor	bfrA	-	-	ko:K02014,ko:K16089	-	-	-	-	ko00000,ko02000	1.B.14,1.B.14.1,1.B.14.10	-	-	Plug,TonB_dep_Rec
JASLII010000316.1_4	1111732.AZOD01000033_gene742	2.9e-222	625.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria,1X3EU@135614|Xanthomonadales	135614|Xanthomonadales	M	Outer membrane efflux protein	oprM	-	-	ko:K18139,ko:K18323	ko01501,ko02020,ko02024,map01501,map02020,map02024	M00642,M00643,M00645,M00647,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2,2.A.6.2.41	-	-	OEP
JASLII010000053.1_2	1111732.AZOD01000007_gene464	1.98e-96	283.0	COG1463@1|root,COG1463@2|Bacteria,1NCUG@1224|Proteobacteria,1RQ0Y@1236|Gammaproteobacteria,1X79T@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JASLII010000280.1_4	1123502.AQXD01000001_gene1344	8.23e-88	263.0	COG0500@1|root,COG0500@2|Bacteria,1MX7K@1224|Proteobacteria,1RSD0@1236|Gammaproteobacteria,1XAAR@135614|Xanthomonadales	135614|Xanthomonadales	Q	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	TehB
JASLII010000007.1_4	1111732.AZOD01000001_gene1643	3.05e-154	452.0	COG0577@1|root,COG1136@1|root,COG0577@2|Bacteria,COG1136@2|Bacteria,1MU45@1224|Proteobacteria,1RNUJ@1236|Gammaproteobacteria,1XD96@135614|Xanthomonadales	135614|Xanthomonadales	V	Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides	macB	-	-	ko:K05685	ko02010,map02010	M00709	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.122.1,3.A.1.122.12	-	-	ABC_tran,FtsX,MacB_PCD
JASLII010000163.1_3	1111732.AZOD01000029_gene1541	2.59e-50	161.0	COG0640@1|root,COG0640@2|Bacteria,1N72Q@1224|Proteobacteria,1SCH5@1236|Gammaproteobacteria,1X848@135614|Xanthomonadales	135614|Xanthomonadales	K	helix_turn_helix, Arsenical Resistance Operon Repressor	-	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	HTH_5
JASLII010000161.1_2	1111732.AZOD01000004_gene957	5.94e-54	171.0	COG2076@1|root,COG2076@2|Bacteria,1RJKJ@1224|Proteobacteria,1S6SR@1236|Gammaproteobacteria,1X8S7@135614|Xanthomonadales	135614|Xanthomonadales	P	Small Multidrug Resistance protein	-	-	-	ko:K11743	-	M00711	-	-	ko00000,ko00002,ko02000	2.A.7.1.9	-	-	Multi_Drug_Res
JASLII010000161.1_3	1111732.AZOD01000004_gene958	4.72e-56	176.0	COG2076@1|root,COG2076@2|Bacteria	2|Bacteria	P	Multidrug Resistance protein	yvaE	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
JASLII010000189.1_5	1111732.AZOD01000001_gene1625	7.16e-84	251.0	COG2001@1|root,COG2001@2|Bacteria,1QSME@1224|Proteobacteria,1SR9S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	MraZ protein, putative antitoxin-like	-	-	-	ko:K03925	-	-	-	-	ko00000	-	-	-	MraZ
JASLII010000194.1_4	1382305.AZUC01000010_gene2739	1.14e-139	401.0	COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,4HB0M@91061|Bacilli,26E67@186818|Planococcaceae	91061|Bacilli	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	-	BacA
JASLII010000141.1_2	1111732.AZOD01000001_gene1564	5.68e-89	267.0	COG2227@1|root,COG2227@2|Bacteria,1QVH1@1224|Proteobacteria,1T2QF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
JASLII010000176.1_5	1111732.AZOD01000005_gene830	9.22e-92	269.0	COG2867@1|root,COG2867@2|Bacteria,1RGUH@1224|Proteobacteria,1S61C@1236|Gammaproteobacteria,1X6G2@135614|Xanthomonadales	135614|Xanthomonadales	I	Oligoketide cyclase	-	-	-	-	-	-	-	-	-	-	-	-	Polyketide_cyc
JASLII010000269.1_6	1111732.AZOD01000015_gene1448	2.11e-10	60.8	COG4125@1|root,COG4125@2|Bacteria,1RHF1@1224|Proteobacteria,1S4NV@1236|Gammaproteobacteria,1XAJT@135614|Xanthomonadales	135614|Xanthomonadales	S	Chlorhexidine efflux transporter	-	-	-	-	-	-	-	-	-	-	-	-	BTP
