JBKGUT010000010.1_5	1111732.AZOD01000032_gene375	1.73e-156	442.0	COG0767@1|root,COG0767@2|Bacteria,1MVPN@1224|Proteobacteria,1RM9H@1236|Gammaproteobacteria,1X51X@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents permease component	yrbE	-	-	ko:K02066	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaE
JBKGUT010000011.1_5	1111732.AZOD01000013_gene1965	0.0	1781.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X34J@135614|Xanthomonadales	135614|Xanthomonadales	V	Efflux pump membrane transporter	mexB	-	-	ko:K03296,ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
JBKGUT010000029.1_1	1337093.MBE-LCI_1919	2.87e-08	53.1	COG3609@1|root,COG3609@2|Bacteria,1N7IM@1224|Proteobacteria,2UFWP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	transcriptional regulators containing the CopG Arc MetJ DNA-binding domain	-	-	-	ko:K07746	-	-	-	-	ko00000,ko02048	-	-	-	ParD_antitoxin
JBKGUT010000035.1_1	1347369.CCAD010000056_gene4320	3.87e-42	155.0	COG1289@1|root,COG1289@2|Bacteria,1UU7Y@1239|Firmicutes,4HE9J@91061|Bacilli,1ZEB5@1386|Bacillus	91061|Bacilli	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC-like,FUSC_2
JBKGUT010000038.1_5	1111732.AZOD01000017_gene340	2.5e-124	368.0	COG1055@1|root,COG1055@2|Bacteria,1MUX4@1224|Proteobacteria,1RMAV@1236|Gammaproteobacteria,1X38Q@135614|Xanthomonadales	135614|Xanthomonadales	P	Involved in arsenical resistance. Thought to form the channel of an arsenite pump	-	-	-	ko:K03893	-	-	-	-	ko00000,ko02000	2.A.45.1,3.A.4.1	-	-	ArsB,CitMHS
JBKGUT010000056.1_3	1111732.AZOD01000016_gene223	5.53e-270	745.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Na driven multidrug efflux pump	vmrA	-	-	-	-	-	-	-	-	-	-	-	MatE
JBKGUT010000059.1_1	1141662.OOA_07957	9.15e-92	276.0	COG0679@1|root,COG0679@2|Bacteria,1R71W@1224|Proteobacteria,1RSP2@1236|Gammaproteobacteria,3Z8HK@586|Providencia	1236|Gammaproteobacteria	S	Transporter, auxin efflux carrier (AEC) family protein	-	-	-	ko:K07088	-	-	-	-	ko00000	-	-	-	Mem_trans
JBKGUT010000059.1_5	630626.EBL_c32080	3.07e-05	46.6	COG0038@1|root,COG0038@2|Bacteria,1MV4K@1224|Proteobacteria,1RQJW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Probably acts as an electrical shunt for an outwardly- directed proton pump that is linked to amino acid decarboxylation, as part of the extreme acid resistance (XAR) response	clcA	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006821,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015672,GO:0015698,GO:0015706,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0031404,GO:0034220,GO:0042802,GO:0043167,GO:0043168,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	iAF1260.b0155,iB21_1397.B21_00153,iBWG_1329.BWG_0148,iE2348C_1286.E2348C_0162,iEC042_1314.EC042_0155,iEC55989_1330.EC55989_0149,iECBD_1354.ECBD_3463,iECDH10B_1368.ECDH10B_0135,iECDH1ME8569_1439.ECDH1ME8569_0149,iECD_1391.ECD_00154,iECIAI1_1343.ECIAI1_0153,iECO103_1326.ECO103_0155,iECSE_1348.ECSE_0156,iECUMN_1333.ECUMN_0152,iECW_1372.ECW_m0152,iEKO11_1354.EKO11_3761,iETEC_1333.ETEC_0151,iEcDH1_1363.EcDH1_3447,iEcE24377_1341.EcE24377A_0160,iEcolC_1368.EcolC_3504,iJO1366.b0155,iSSON_1240.SSON_0167,iUMNK88_1353.UMNK88_159,iWFL_1372.ECW_m0152,iY75_1357.Y75_RS00790,iZ_1308.Z0166	Voltage_CLC
JBKGUT010000063.1_17	1111732.AZOD01000023_gene1869	6.38e-115	332.0	COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,1RNJW@1236|Gammaproteobacteria,1X73J@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents auxiliary component	-	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
JBKGUT010000073.1_5	34506.g5457	1.03e-137	394.0	COG1028@1|root,KOG0725@2759|Eukaryota,38H5G@33154|Opisthokonta,3BK2E@33208|Metazoa,3D0KA@33213|Bilateria	33208|Metazoa	Q	siderophore biosynthetic process	-	-	-	-	-	-	-	-	-	-	-	-	adh_short_C2
