JASLAY010000013.1_6	1111732.AZOD01000002_gene1779	0.0	867.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1RP5M@1236|Gammaproteobacteria,1X57H@135614|Xanthomonadales	135614|Xanthomonadales	V	Multidrug efflux pump	norM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
JASLAY010000140.1_6	1111732.AZOD01000023_gene1862	2.64e-241	663.0	COG0053@1|root,COG0053@2|Bacteria,1MUDS@1224|Proteobacteria,1RNS2@1236|Gammaproteobacteria,1X6BQ@135614|Xanthomonadales	135614|Xanthomonadales	P	Dimerisation domain of Zinc Transporter	-	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
JASLAY010000178.1_4	1111732.AZOD01000009_gene1207	3e-43	146.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,1RMB1@1236|Gammaproteobacteria,1X9VE@135614|Xanthomonadales	135614|Xanthomonadales	E	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
JASLAY010000228.1_2	1111732.AZOD01000001_gene1564	9.57e-149	418.0	COG2227@1|root,COG2227@2|Bacteria,1QVH1@1224|Proteobacteria,1T2QF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
JASLAY010000047.1_3	44251.PDUR_23735	1.46e-28	106.0	2DMHQ@1|root,32RMG@2|Bacteria,1VB95@1239|Firmicutes,4HKKS@91061|Bacilli,26XJZ@186822|Paenibacillaceae	91061|Bacilli	S	Arsenic resistance operon repressor	-	-	-	-	-	-	-	-	-	-	-	-	ArsD
JASLAY010000047.1_5	1111732.AZOD01000017_gene340	5.98e-244	676.0	COG1055@1|root,COG1055@2|Bacteria,1MUX4@1224|Proteobacteria,1RMAV@1236|Gammaproteobacteria,1X38Q@135614|Xanthomonadales	135614|Xanthomonadales	P	Involved in arsenical resistance. Thought to form the channel of an arsenite pump	-	-	-	ko:K03893	-	-	-	-	ko00000,ko02000	2.A.45.1,3.A.4.1	-	-	ArsB,CitMHS
JASLAY010000109.1_3	1111732.AZOD01000004_gene958	8.25e-66	201.0	COG2076@1|root,COG2076@2|Bacteria	2|Bacteria	P	Multidrug Resistance protein	yvaE	-	-	ko:K03297	-	-	-	-	ko00000,ko02000	2.A.7.1	-	-	Multi_Drug_Res
JASLAY010000109.1_4	1111732.AZOD01000004_gene957	3.02e-70	213.0	COG2076@1|root,COG2076@2|Bacteria,1RJKJ@1224|Proteobacteria,1S6SR@1236|Gammaproteobacteria,1X8S7@135614|Xanthomonadales	135614|Xanthomonadales	P	Small Multidrug Resistance protein	-	-	-	ko:K11743	-	M00711	-	-	ko00000,ko00002,ko02000	2.A.7.1.9	-	-	Multi_Drug_Res
JASLAY010000143.1_4	1111732.AZOD01000019_gene512	6.1e-230	634.0	2BFBW@1|root,32950@2|Bacteria,1MYV2@1224|Proteobacteria,1SME2@1236|Gammaproteobacteria,1X9VQ@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JASLAY010000108.1_5	1141663.OOC_09356	1.49e-158	451.0	COG0679@1|root,COG0679@2|Bacteria,1R71W@1224|Proteobacteria,1RSP2@1236|Gammaproteobacteria,3Z8HK@586|Providencia	1236|Gammaproteobacteria	S	Transporter, auxin efflux carrier (AEC) family protein	-	-	-	ko:K07088	-	-	-	-	ko00000	-	-	-	Mem_trans
JASLAY010000191.1_3	1111732.AZOD01000010_gene1067	1.15e-221	617.0	COG3853@1|root,COG3853@2|Bacteria,1MZ3B@1224|Proteobacteria,1RZUJ@1236|Gammaproteobacteria,1XC5C@135614|Xanthomonadales	135614|Xanthomonadales	P	Toxic anion resistance protein (TelA)	-	-	-	-	-	-	-	-	-	-	-	-	TelA
JASLAY010000236.1_5	1111732.AZOD01000029_gene1541	8.33e-69	207.0	COG0640@1|root,COG0640@2|Bacteria,1N72Q@1224|Proteobacteria,1SCH5@1236|Gammaproteobacteria,1X848@135614|Xanthomonadales	135614|Xanthomonadales	K	helix_turn_helix, Arsenical Resistance Operon Repressor	-	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	HTH_5
JASLAY010000033.1_15	1111732.AZOD01000010_gene1037	3.13e-155	436.0	COG2227@1|root,COG2227@2|Bacteria,1MU89@1224|Proteobacteria,1RMV7@1236|Gammaproteobacteria,1X4AM@135614|Xanthomonadales	135614|Xanthomonadales	H	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway	-	-	2.1.1.222,2.1.1.64	ko:K00568	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04988,R05614,R08769,R08781	RC00003,RC00392,RC01895	ko00000,ko00001,ko00002,ko01000	-	-	-	Methyltransf_23
JASLAY010000002.1_10	1111732.AZOD01000006_gene59	5.39e-203	564.0	COG1463@1|root,COG1463@2|Bacteria,1MU4B@1224|Proteobacteria,1S5E8@1236|Gammaproteobacteria,1XBYX@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JASLAY010000049.1_13	1111732.AZOD01000032_gene375	5.53e-169	474.0	COG0767@1|root,COG0767@2|Bacteria,1MVPN@1224|Proteobacteria,1RM9H@1236|Gammaproteobacteria,1X51X@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents permease component	yrbE	-	-	ko:K02066	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaE
JASLAY010000073.1_9	1111732.AZOD01000013_gene1965	0.0	2000.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X34J@135614|Xanthomonadales	135614|Xanthomonadales	V	Efflux pump membrane transporter	mexB	-	-	ko:K03296,ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
JASLAY010000098.1_2	1111732.AZOD01000015_gene1448	1.37e-86	256.0	COG4125@1|root,COG4125@2|Bacteria,1RHF1@1224|Proteobacteria,1S4NV@1236|Gammaproteobacteria,1XAJT@135614|Xanthomonadales	135614|Xanthomonadales	S	Chlorhexidine efflux transporter	-	-	-	-	-	-	-	-	-	-	-	-	BTP
JASLAY010000005.1_1	1111732.AZOD01000001_gene1548	0.0	2068.0	COG0046@1|root,COG0047@1|root,COG0046@2|Bacteria,COG0047@2|Bacteria,1MYN4@1224|Proteobacteria,1RMRN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	F	Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C,GATase_5
JASLAY010000171.1_6	1111732.AZOD01000011_gene597	0.0	1156.0	COG1289@1|root,COG1289@2|Bacteria,1QW9U@1224|Proteobacteria,1T41N@1236|Gammaproteobacteria,1X7W2@135614|Xanthomonadales	135614|Xanthomonadales	S	Fusaric acid resistance protein-like	-	-	-	-	-	-	-	-	-	-	-	-	FUSC_2
JASLAY010000008.1_3	1111732.AZOD01000023_gene1869	4.64e-133	378.0	COG2854@1|root,COG2854@2|Bacteria,1NKFA@1224|Proteobacteria,1RNJW@1236|Gammaproteobacteria,1X73J@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents auxiliary component	-	-	-	ko:K07323	ko02010,map02010	M00210	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27.3	-	-	MlaC
