JASLEF010000044.1_8	1111732.AZOD01000007_gene464	3.72e-87	260.0	COG1463@1|root,COG1463@2|Bacteria,1NCUG@1224|Proteobacteria,1RQ0Y@1236|Gammaproteobacteria,1X79T@135614|Xanthomonadales	135614|Xanthomonadales	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component	-	-	-	ko:K02067	ko02010,map02010	M00210,M00669,M00670	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.27	-	-	MlaD
JASLEF010000017.1_14	1111732.AZOD01000002_gene1779	2.02e-235	659.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1RP5M@1236|Gammaproteobacteria,1X57H@135614|Xanthomonadales	135614|Xanthomonadales	V	Multidrug efflux pump	norM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
JASLEF010000054.1_13	1111732.AZOD01000027_gene725	0.0	1635.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria,1X3JU@135614|Xanthomonadales	135614|Xanthomonadales	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	-	-	-	-	-	-	-	-	-	ACR_tran
JASLEF010000119.1_9	1121366.KB892446_gene2107	2.13e-58	187.0	COG2151@1|root,COG2151@2|Bacteria,2II4H@201174|Actinobacteria,22N1B@1653|Corynebacteriaceae	201174|Actinobacteria	S	metal-sulfur cluster biosynthetic enzyme	paaJ	-	-	ko:K02612	ko00360,ko01120,map00360,map01120	-	R09838	RC02690	ko00000,ko00001	-	-	-	FeS_assembly_P
JASLEF010000003.1_7	1111732.AZOD01000001_gene1564	7.56e-91	271.0	COG2227@1|root,COG2227@2|Bacteria,1QVH1@1224|Proteobacteria,1T2QF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_25
JASLEF010000169.1_3	1111732.AZOD01000023_gene1862	2.62e-204	570.0	COG0053@1|root,COG0053@2|Bacteria,1MUDS@1224|Proteobacteria,1RNS2@1236|Gammaproteobacteria,1X6BQ@135614|Xanthomonadales	135614|Xanthomonadales	P	Dimerisation domain of Zinc Transporter	-	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
JASLEF010000136.1_3	717785.HYPMC_1215	1.25e-07	52.4	COG4197@1|root,COG4197@2|Bacteria,1PMBB@1224|Proteobacteria,2UKRA@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	DNA-binding transcriptional regulator Cro	-	-	-	-	-	-	-	-	-	-	-	-	YdaS_antitoxin
JASLEF010000175.1_9	399741.Spro_2211	4.57e-39	161.0	COG1289@1|root,COG1289@2|Bacteria,1MX9H@1224|Proteobacteria,1RMJ4@1236|Gammaproteobacteria,400CP@613|Serratia	1236|Gammaproteobacteria	S	Fusaric acid resistance protein	ydhK	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K03468	-	-	-	-	ko00000,ko02000	2.A.85.1.2	-	-	FUSC
JASLEF010000090.1_9	1111732.AZOD01000010_gene1108	1.82e-91	273.0	COG0500@1|root,COG0500@2|Bacteria,1MX7K@1224|Proteobacteria,1RSD0@1236|Gammaproteobacteria,1XAAR@135614|Xanthomonadales	135614|Xanthomonadales	Q	Tellurite resistance protein TehB	-	-	-	-	-	-	-	-	-	-	-	-	TehB
JASLEF010000114.1_1	1395571.TMS3_0100530	1.01e-94	301.0	COG4452@1|root,COG4452@2|Bacteria,1MVVR@1224|Proteobacteria,1RQRZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Inner membrane protein involved in colicin E2 resistance	creD	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K06143	-	-	-	-	ko00000	-	-	-	CreD
