JASLAY010000140.1_5	1111732.AZOD01000023_gene1863	1.13e-251	690.0	COG1858@1|root,COG1858@2|Bacteria,1MV70@1224|Proteobacteria,1RPPQ@1236|Gammaproteobacteria,1X493@135614|Xanthomonadales	135614|Xanthomonadales	P	cytochrome c peroxidase	-	-	1.11.1.5	ko:K00428	-	-	-	-	ko00000,ko01000	-	-	-	CCP_MauG,Cytochrom_C
JASLAY010000169.1_5	1111732.AZOD01000008_gene13	8.11e-216	598.0	COG3258@1|root,COG3258@2|Bacteria,1NIQK@1224|Proteobacteria,1RZH1@1236|Gammaproteobacteria,1X5DH@135614|Xanthomonadales	135614|Xanthomonadales	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3
JASLAY010000169.1_6	1111732.AZOD01000008_gene12	1.09e-35	126.0	COG2863@1|root,COG2863@2|Bacteria,1RGTS@1224|Proteobacteria,1S6MS@1236|Gammaproteobacteria,1X725@135614|Xanthomonadales	135614|Xanthomonadales	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrom_C
JASLAY010000028.1_5	1111732.AZOD01000023_gene1888	5.69e-187	519.0	COG1212@1|root,COG1212@2|Bacteria,1MUUU@1224|Proteobacteria,1RMAE@1236|Gammaproteobacteria,1X3JD@135614|Xanthomonadales	135614|Xanthomonadales	M	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria	kdsB	-	2.7.7.38	ko:K00979	ko00540,ko01100,map00540,map01100	M00063	R03351,R11396	RC00152,RC00910	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CTP_transf_3
JASLAY010000156.1_3	1123502.AQXD01000002_gene235	4.2e-28	111.0	COG3117@1|root,COG3117@2|Bacteria	2|Bacteria	P	lipopolysaccharide transmembrane transporter activity	lptC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015920,GO:0016020,GO:0016021,GO:0017089,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0033036,GO:0042597,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0046836,GO:0051179,GO:0051234,GO:0071702,GO:0071944,GO:1901264	-	ko:K02040,ko:K11719	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222	-	-	ko00000,ko00001,ko00002,ko02000	1.B.42.1,3.A.1.7	-	iB21_1397.B21_03015,iECBD_1354.ECBD_0543,iECB_1328.ECB_03064,iECD_1391.ECD_03064	LptC
JASLAY010000156.1_4	1111732.AZOD01000016_gene206	1.44e-125	357.0	COG1934@1|root,COG1934@2|Bacteria	2|Bacteria	S	lipopolysaccharide binding	lptA	-	-	ko:K09774	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	OstA
JASLAY010000068.1_1	1111732.AZOD01000010_gene1104	0.0	882.0	COG0534@1|root,COG0534@2|Bacteria,1R4H5@1224|Proteobacteria,1RS0B@1236|Gammaproteobacteria,1XCI3@135614|Xanthomonadales	135614|Xanthomonadales	V	Polysaccharide biosynthesis C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	MatE
JASLAY010000106.1_5	1111732.AZOD01000001_gene1589	0.0	1122.0	COG2132@1|root,COG2132@2|Bacteria,1MU0J@1224|Proteobacteria,1RN7I@1236|Gammaproteobacteria,1X7J6@135614|Xanthomonadales	135614|Xanthomonadales	Q	Multicopper oxidase	-	-	-	-	-	-	-	-	-	-	-	-	Cu-oxidase,Cu-oxidase_2,Cu-oxidase_3
JASLAY010000194.1_1	1111732.AZOD01000030_gene1373	8.89e-158	466.0	COG1080@1|root,COG1080@2|Bacteria,1MUT8@1224|Proteobacteria,1RN6R@1236|Gammaproteobacteria,1X33X@135614|Xanthomonadales	135614|Xanthomonadales	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	fruB	-	2.7.1.202,2.7.3.9	ko:K02768,ko:K08483,ko:K11183	ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060	M00273	R03232	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,8.A.7	-	-	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr,PTS_EIIA_2
JASLAY010000021.1_1	1111732.AZOD01000026_gene657	6.16e-122	354.0	COG2010@1|root,COG2010@2|Bacteria,1MUCW@1224|Proteobacteria,1RPYJ@1236|Gammaproteobacteria,1X4SS@135614|Xanthomonadales	135614|Xanthomonadales	C	C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex	-	-	-	ko:K00406	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00156	-	-	ko00000,ko00001,ko00002	3.D.4.3	-	-	Cytochrome_CBB3,FixP_N
